ID_Transakcji,Data,Kategoria,Produkt,Cena_Jednostkowa,Liczba_Sztuk,Wartosc_Zamowienia,Koszt_Dostawy,Calkowita_Wartosc,Region
T20240911-017,2024-09-11,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Zachodni
T20240214-010,2024-02-14,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Północny
T20240308-015,2024-03-08,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Północny
T20240827-013,2024-08-27,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Zachodni
T20240802-012,2024-08-02,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Wschodni
T20240114-015,2024-01-14,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Zachodni
T20241208-005,2024-12-08,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Południowy
T20240320-011,2024-03-20,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Zachodni
T20240224-012,2024-02-24,Odzież,Sukienka letnia Sunshine,160.2,3,480.6,12.0,492.6,Centralny
T20240818-015,2024-08-18,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Południowy
T20240125-007,2024-01-25,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Południowy
T20240409-011,2024-04-09,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Południowy
T20240506-011,2024-05-06,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Wschodni
T20241220-011,2024-12-20,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Centralny
T20240325-009,2024-03-25,Książki,Atlas Świata 2024,97.1,2,194.2,8.0,202.2,Wschodni
T20240529-019,2024-05-29,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Wschodni
T20240720-009,2024-07-20,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Południowy
T20240529-020,2024-05-29,Zabawki,Gra planszowa FamilyFun,128.05,2,256.1,12.0,268.1,Północny
T20240916-009,2024-09-16,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Wschodni
T20240103-010,2024-01-03,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Centralny
T20240208-015,2024-02-08,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Zachodni
T20240113-011,2024-01-13,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Południowy
T20241022-009,2024-10-22,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Centralny
T20240716-008,2024-07-16,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,2,360.2,12.0,372.2,Północny
T20241129-009,2024-11-29,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Północny
T20240903-010,2024-09-03,Książki,Powieść 'Tajemnica Gór',41.75,5,208.75,8.0,216.75,Południowy
T20240824-011,2024-08-24,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Południowy
T20240525-008,2024-05-25,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Centralny
T20240419-010,2024-04-19,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Wschodni
T20241007-007,2024-10-07,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Centralny
T20240416-012,2024-04-16,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Północny
T20241019-014,2024-10-19,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Południowy
T20241023-021,2024-10-23,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Centralny
T20240504-014,2024-05-04,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Północny
T20240419-011,2024-04-19,Odzież,T-shirt BasicColor,70.75,2,141.5,12.0,153.5,Północny
T20241124-014,2024-11-24,Artykuły sportowe,Mata do jogi Comfort,87.4,2,174.8,12.0,186.8,Wschodni
T20241126-010,2024-11-26,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Wschodni
T20240401-009,2024-04-01,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Wschodni
T20241026-011,2024-10-26,Zabawki,Lalka interaktywna TalkingFriend,153.6,2,307.2,12.0,319.2,Centralny
T20240926-014,2024-09-26,Odzież,T-shirt BasicColor,70.75,3,212.25,12.0,224.25,Południowy
T20241127-011,2024-11-27,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Zachodni
T20240103-011,2024-01-03,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Centralny
T20240730-013,2024-07-30,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Zachodni
T20240621-012,2024-06-21,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Południowy
T20241025-015,2024-10-25,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Zachodni
T20240214-011,2024-02-14,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Centralny
T20240126-008,2024-01-26,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Południowy
T20240312-010,2024-03-12,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Centralny
T20240430-008,2024-04-30,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Południowy
T20241212-012,2024-12-12,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Południowy
T20240611-009,2024-06-11,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Zachodni
T20241003-010,2024-10-03,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Wschodni
T20241031-008,2024-10-31,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Wschodni
T20241227-009,2024-12-27,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Południowy
T20240621-013,2024-06-21,Zabawki,Puzzle 1000el. WorldMap,72.3,3,216.9,12.0,228.9,Północny
T20240303-013,2024-03-03,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Wschodni
T20240225-012,2024-02-25,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Centralny
T20241126-011,2024-11-26,Elektronika,Laptop ProBook Air,4036.5,2,8073.0,40.0,8113.0,Południowy
T20241122-008,2024-11-22,Elektronika,Smartwatch FitPro,703.0,5,3515.0,20.0,3535.0,Centralny
T20240830-008,2024-08-30,Książki,Poradnik 'Skuteczny Excel',63.02,4,252.08,8.0,260.08,Zachodni
T20240704-018,2024-07-04,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Zachodni
T20240412-013,2024-04-12,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Wschodni
T20240113-012,2024-01-13,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Centralny
T20241025-016,2024-10-25,Zabawki,Lalka interaktywna TalkingFriend,153.6,2,307.2,12.0,319.2,Południowy
T20240224-013,2024-02-24,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Centralny
T20241206-015,2024-12-06,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Zachodni
T20241007-008,2024-10-07,Zabawki,Lalka interaktywna TalkingFriend,153.6,2,307.2,12.0,319.2,Południowy
T20241018-011,2024-10-18,Odzież,Buty sportowe RunFast,284.0,2,568.0,20.0,588.0,Centralny
T20240707-017,2024-07-07,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Centralny
T20240114-016,2024-01-14,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20240106-011,2024-01-06,Artykuły sportowe,Piłka do koszykówki Pro,124.2,1,124.2,12.0,136.2,Centralny
T20240326-013,2024-03-26,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Północny
T20240620-008,2024-06-20,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Północny
T20240425-010,2024-04-25,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,5,5682.0,40.0,5722.0,Centralny
T20240531-006,2024-05-31,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Północny
T20241204-012,2024-12-04,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Zachodni
T20241216-010,2024-12-16,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Południowy
T20240902-011,2024-09-02,Zabawki,Lalka interaktywna TalkingFriend,153.6,2,307.2,12.0,319.2,Zachodni
T20240903-011,2024-09-03,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Zachodni
T20240118-012,2024-01-18,Elektronika,Smartfon Galaxy X20,2228.0,3,6684.0,40.0,6724.0,Północny
T20240429-013,2024-04-29,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Zachodni
T20240426-018,2024-04-26,Elektronika,Laptop ProBook Air,4036.5,2,8073.0,40.0,8113.0,Centralny
T20240126-009,2024-01-26,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Północny
T20240605-008,2024-06-05,Artykuły sportowe,Hantle 5kg zestaw,146.0,2,292.0,20.0,312.0,Zachodni
T20240918-010,2024-09-18,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Południowy
T20240813-010,2024-08-13,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Zachodni
T20240428-018,2024-04-28,Elektronika,Laptop ProBook Air,4036.5,2,8073.0,40.0,8113.0,Północny
T20240213-004,2024-02-13,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Wschodni
T20240223-011,2024-02-23,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Wschodni
T20240131-010,2024-01-31,Dom i ogród,Lampa stojąca Modern,237.8,2,475.6,20.0,495.6,Centralny
T20240429-014,2024-04-29,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,2,392.4,20.0,412.4,Północny
T20240606-006,2024-06-06,Elektronika,Tablet MediaPad 10,1392.0,2,2784.0,40.0,2824.0,Zachodni
T20240114-017,2024-01-14,Elektronika,Tablet MediaPad 10,1392.0,3,4176.0,40.0,4216.0,Wschodni
T20240801-010,2024-08-01,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Centralny
T20241030-012,2024-10-30,Odzież,Buty sportowe RunFast,284.0,3,852.0,20.0,872.0,Południowy
T20241204-013,2024-12-04,Książki,Poradnik 'Skuteczny Excel',63.02,3,189.06,8.0,197.06,Północny
T20241106-008,2024-11-06,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Południowy
T20240728-009,2024-07-28,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Północny
T20240729-006,2024-07-29,Artykuły sportowe,Kijki trekkingowe Hike,130.8,3,392.4,12.0,404.4,Północny
T20241105-009,2024-11-05,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,4,720.4,12.0,732.4,Południowy
T20240917-009,2024-09-17,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Zachodni
T20240119-011,2024-01-19,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Zachodni
T20240901-012,2024-09-01,Odzież,T-shirt BasicColor,70.75,2,141.5,12.0,153.5,Północny
T20240622-009,2024-06-22,Elektronika,Smartwatch FitPro,703.0,3,2109.0,20.0,2129.0,Północny
T20240616-010,2024-06-16,Dom i ogród,Komplet pościeli Dream,192.15,3,576.45,12.0,588.45,Wschodni
T20241121-017,2024-11-21,Książki,Powieść 'Tajemnica Gór',41.75,3,125.25,8.0,133.25,Centralny
T20241211-015,2024-12-11,Artykuły sportowe,Piłka do koszykówki Pro,124.2,4,496.8,12.0,508.8,Zachodni
T20240302-009,2024-03-02,Odzież,T-shirt BasicColor,70.75,1,70.75,12.0,82.75,Północny
T20240910-009,2024-09-10,Odzież,Kurtka zimowa męska Alpine,378.4,1,378.4,20.0,398.4,Zachodni
T20240915-009,2024-09-15,Artykuły sportowe,Piłka do koszykówki Pro,124.2,3,372.6,12.0,384.6,Centralny
T20240718-022,2024-07-18,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Południowy
T20240923-009,2024-09-23,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Centralny
T20240326-014,2024-03-26,Elektronika,Smartwatch FitPro,703.0,3,2109.0,20.0,2129.0,Wschodni
T20240830-009,2024-08-30,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Centralny
T20240108-017,2024-01-08,Zabawki,Auto zdalnie sterowane RacerX,218.4,2,436.8,20.0,456.8,Zachodni
T20240727-012,2024-07-27,Odzież,Spodnie jeansowe ClassicBlue,172.2,3,516.6,12.0,528.6,Północny
T20241224-010,2024-12-24,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Centralny
T20241222-012,2024-12-22,Zabawki,Puzzle 1000el. WorldMap,72.3,2,144.6,12.0,156.6,Wschodni
T20240417-011,2024-04-17,Odzież,Kurtka zimowa męska Alpine,378.4,2,756.8,20.0,776.8,Północny
T20240311-004,2024-03-11,Zabawki,Gra planszowa FamilyFun,128.05,3,384.15,12.0,396.15,Południowy
T20240612-006,2024-06-12,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Centralny
T20240731-013,2024-07-31,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20241008-015,2024-10-08,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Wschodni
T20241021-010,2024-10-21,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Zachodni
T20240512-012,2024-05-12,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Centralny
T20240809-010,2024-08-09,Zabawki,Gra planszowa FamilyFun,128.05,2,256.1,12.0,268.1,Południowy
T20240528-014,2024-05-28,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Południowy
T20241114-014,2024-11-14,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Wschodni
T20240519-012,2024-05-19,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Wschodni
T20240903-012,2024-09-03,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Wschodni
T20240906-008,2024-09-06,Książki,Poradnik 'Skuteczny Excel',63.02,3,189.06,8.0,197.06,Południowy
T20240921-016,2024-09-21,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Centralny
T20241004-013,2024-10-04,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Południowy
T20240115-010,2024-01-15,Zabawki,Auto zdalnie sterowane RacerX,218.4,2,436.8,20.0,456.8,Zachodni
T20240711-017,2024-07-11,Elektronika,Smartfon Galaxy X20,2228.0,2,4456.0,40.0,4496.0,Wschodni
T20241026-012,2024-10-26,Artykuły sportowe,Kijki trekkingowe Hike,130.8,3,392.4,12.0,404.4,Północny
T20240214-012,2024-02-14,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Wschodni
T20240727-013,2024-07-27,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Centralny
T20240725-009,2024-07-25,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Zachodni
T20241104-015,2024-11-04,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Wschodni
T20240819-016,2024-08-19,Artykuły sportowe,Rower górski XTerra,1763.0,1,1763.0,40.0,1803.0,Południowy
T20240829-011,2024-08-29,Artykuły sportowe,Kijki trekkingowe Hike,130.8,2,261.6,12.0,273.6,Południowy
T20240609-014,2024-06-09,Elektronika,Tablet MediaPad 10,1392.0,2,2784.0,40.0,2824.0,Południowy
T20240805-010,2024-08-05,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Południowy
T20240407-008,2024-04-07,Artykuły sportowe,Piłka do koszykówki Pro,124.2,2,248.4,12.0,260.4,Zachodni
T20240212-016,2024-02-12,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Zachodni
T20241212-013,2024-12-12,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Centralny
T20241109-017,2024-11-09,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Zachodni
T20240303-014,2024-03-03,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Wschodni
T20240218-013,2024-02-18,Elektronika,Słuchawki Bezprzewodowe SoundMax,307.8,1,307.8,12.0,319.8,Centralny
T20241222-013,2024-12-22,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20240718-023,2024-07-18,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Północny
T20240318-012,2024-03-18,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Zachodni
T20240928-013,2024-09-28,Książki,Książka kucharska 'Smaki Azji',70.92,2,141.84,8.0,149.84,Centralny
T20241112-004,2024-11-12,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Centralny
T20240811-012,2024-08-11,Elektronika,Smartwatch FitPro,703.0,2,1406.0,20.0,1426.0,Centralny
T20241024-013,2024-10-24,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20241214-008,2024-12-14,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Zachodni
T20240308-016,2024-03-08,Książki,Poradnik 'Skuteczny Excel',63.02,1,63.02,8.0,71.02,Wschodni
T20241209-010,2024-12-09,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Północny
T20240102-008,2024-01-02,Artykuły sportowe,Hantle 5kg zestaw,146.0,1,146.0,20.0,166.0,Zachodni
T20241220-012,2024-12-20,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,4,784.8,20.0,804.8,Południowy
T20241226-015,2024-12-26,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Wschodni
T20241128-019,2024-11-28,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Zachodni
T20240218-014,2024-02-18,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Zachodni
T20240905-008,2024-09-05,Odzież,Spodnie jeansowe ClassicBlue,172.2,2,344.4,12.0,356.4,Centralny
T20241101-013,2024-11-01,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Centralny
T20240902-012,2024-09-02,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Północny
T20240930-014,2024-09-30,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,1,457.2,20.0,477.2,Wschodni
T20240504-015,2024-05-04,Artykuły sportowe,Piłka do koszykówki Pro,124.2,4,496.8,12.0,508.8,Centralny
T20241205-007,2024-12-05,Odzież,Kurtka zimowa męska Alpine,378.4,5,1892.0,20.0,1912.0,Centralny
T20240124-010,2024-01-24,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Centralny
T20240614-009,2024-06-14,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,5,2286.0,20.0,2306.0,Centralny
T20241029-009,2024-10-29,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Centralny
T20240828-014,2024-08-28,Zabawki,Lalka interaktywna TalkingFriend,153.6,1,153.6,12.0,165.6,Centralny
T20240304-009,2024-03-04,Artykuły sportowe,Hantle 5kg zestaw,146.0,4,584.0,20.0,604.0,Południowy
T20240114-018,2024-01-14,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Południowy
T20241117-008,2024-11-17,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Zachodni
T20240105-010,2024-01-05,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Centralny
T20240115-011,2024-01-15,Zabawki,Puzzle 1000el. WorldMap,72.3,2,144.6,12.0,156.6,Zachodni
T20241014-020,2024-10-14,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,2,2272.8,40.0,2312.8,Południowy
T20240524-020,2024-05-24,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Zachodni
T20240419-012,2024-04-19,Artykuły sportowe,Hantle 5kg zestaw,146.0,3,438.0,20.0,458.0,Południowy
T20241226-016,2024-12-26,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,3,540.3,12.0,552.3,Zachodni
T20240420-009,2024-04-20,Zabawki,Lalka interaktywna TalkingFriend,153.6,3,460.8,12.0,472.8,Zachodni
T20240701-014,2024-07-01,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Północny
T20240728-010,2024-07-28,Dom i ogród,Zestaw garnków Kitchen Pro,457.2,2,914.4,20.0,934.4,Zachodni
T20240417-012,2024-04-17,Dom i ogród,Zestaw mebli ogrodowych Relax,1136.4,1,1136.4,40.0,1176.4,Wschodni
T20240326-015,2024-03-26,Elektronika,Tablet MediaPad 10,1392.0,1,1392.0,40.0,1432.0,Centralny
T20240419-013,2024-04-19,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,1,196.2,20.0,216.2,Południowy
T20240108-018,2024-01-08,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Zachodni
T20240117-013,2024-01-17,Elektronika,Smartwatch FitPro,703.0,1,703.0,20.0,723.0,Wschodni
T20240101-010,2024-01-01,Zabawki,Puzzle 1000el. WorldMap,72.3,1,72.3,12.0,84.3,Południowy
T20241104-016,2024-11-04,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Centralny
T20240213-005,2024-02-13,Zabawki,Auto zdalnie sterowane RacerX,218.4,1,218.4,20.0,238.4,Zachodni
T20241016-012,2024-10-16,Artykuły sportowe,Mata do jogi Comfort,87.4,1,87.4,12.0,99.4,Południowy
T20240914-010,2024-09-14,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Południowy
T20240608-014,2024-06-08,Odzież,Buty sportowe RunFast,284.0,1,284.0,20.0,304.0,Centralny
T20240104-009,2024-01-04,Odzież,Kurtka zimowa męska Alpine,378.4,5,1892.0,20.0,1912.0,Centralny
T20241021-011,2024-10-21,Elektronika,Smartfon Galaxy X20,2228.0,1,2228.0,40.0,2268.0,Północny
T20241113-015,2024-11-13,Zabawki,Gra planszowa FamilyFun,128.05,3,384.15,12.0,396.15,Północny
T20240627-015,2024-06-27,Elektronika,Tablet MediaPad 10,1392.0,3,4176.0,40.0,4216.0,Północny
T20240704-019,2024-07-04,Artykuły sportowe,Rower górski XTerra,1763.0,2,3526.0,40.0,3566.0,Wschodni
T20240119-012,2024-01-19,Odzież,Spodnie jeansowe ClassicBlue,172.2,1,172.2,12.0,184.2,Centralny
T20240228-008,2024-02-28,Książki,Powieść 'Tajemnica Gór',41.75,1,41.75,8.0,49.75,Północny
T20240722-009,2024-07-22,Odzież,Sukienka letnia Sunshine,160.2,1,160.2,12.0,172.2,Zachodni
T20240117-014,2024-01-17,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Południowy
T20240407-009,2024-04-07,Książki,Kryminał 'Ciemna Noc',39.92,1,39.92,8.0,47.92,Południowy
T20240708-008,2024-07-08,Zabawki,Klocki konstrukcyjne BlockWorld,196.2,4,784.8,20.0,804.8,Wschodni
T20240629-008,2024-06-29,Zabawki,Gra planszowa FamilyFun,128.05,1,128.05,12.0,140.05,Północny
T20241008-016,2024-10-08,Książki,Kryminał 'Ciemna Noc',39.92,2,79.84,8.0,87.84,Wschodni
T20240513-011,2024-05-13,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Południowy
T20240605-009,2024-06-05,Artykuły sportowe,Kijki trekkingowe Hike,130.8,1,130.8,12.0,142.8,Wschodni
T20240815-010,2024-08-15,Odzież,Sukienka letnia Sunshine,160.2,2,320.4,12.0,332.4,Północny
T20240901-013,2024-09-01,Książki,Książka kucharska 'Smaki Azji',70.92,3,212.76,8.0,220.76,Wschodni
T20240815-011,2024-08-15,Książki,Atlas Świata 2024,97.1,1,97.1,8.0,105.1,Wschodni
T20240517-019,2024-05-17,Elektronika,Laptop ProBook Air,4036.5,1,4036.5,40.0,4076.5,Centralny
T20240615-010,2024-06-15,Dom i ogród,Komplet pościeli Dream,192.15,1,192.15,12.0,204.15,Wschodni
T20241217-012,2024-12-17,Dom i ogród,Lampa stojąca Modern,237.8,1,237.8,20.0,257.8,Wschodni
T20240513-012,2024-05-13,Książki,Książka kucharska 'Smaki Azji',70.92,1,70.92,8.0,78.92,Centralny
T20240220-010,2024-02-20,Dom i ogród,Narzędzia ogrodnicze Garden+,180.1,1,180.1,12.0,192.1,Wschodni
T20240316-011,2024-03-16,Zabawki,Auto zdalnie sterowane RacerX,218.4,3,655.2,20.0,675.2,Północny
